Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P FGA,0-3 FGA,3-10 FGA,10-16 FGA,16-3P FGA,3P FGA,2P FG,0-3 FG,3-10 FG,10-16 FG,16-3P,3P FG,2P Assist,3P Assist ,%FGA Dunks,Total Dunks,%3PA Corner,3P% Corner
464,Cole Swider,25,2TM,SF,10,0,169,0.349,23.2,0.254,0.063,0.048,0.048,0.095,0.746,0.438,0.25,0.333,0.667,0.5,0.319,0.714,1,0,0,0.404,0.316
464,Cole Swider,25,DET,SF,2,0,13,0,25.4,0,0,0,0,0,1,,,,,,0,,,0,0,0.2,0
464,Cole Swider,25,TOR,SF,8,0,156,0.379,20.9,0.276,0.069,0.052,0.052,0.103,0.724,0.438,0.25,0.333,0.667,0.5,0.357,0.714,1,0,0,0.429,0.333
465,Jaylen Nowell,25,NOP,SG,8,0,168,0.356,14.5,0.63,0.11,0.315,0.164,0.041,0.37,0.391,0.5,0.348,0.5,0,0.296,0.278,1,0,0,0.222,0.5
466,Markieff Morris,35,2TM,PF,15,2,165,0.3,19.9,0.486,0.071,0.071,0.243,0.1,0.514,0.353,0.2,0.4,0.353,0.429,0.25,0.667,1,0,0,0.306,0.091
466,Markieff Morris,35,DAL,PF,7,0,41,0.227,22.6,0.409,0.045,0,0.227,0.136,0.591,0.333,0,,0.4,0.333,0.154,0.667,1,0,0,0.154,0
466,Markieff Morris,35,LAL,PF,8,2,124,0.333,17.2,0.521,0.083,0.104,0.25,0.083,0.479,0.36,0.25,0.4,0.333,0.5,0.304,0.667,1,0,0,0.391,0.111
467,Killian Hayes,23,BRK,PG,6,5,162,0.419,16.2,0.512,0.14,0.186,0.163,0.023,0.488,0.455,0.667,0.375,0.429,0,0.381,0.4,1,0,0,0.143,0.333
468,MarJon Beauchamp,24,3TM,SF,35,0,156,0.415,16,0.554,0.215,0.138,0.031,0.169,0.446,0.472,0.786,0.222,0.5,0.273,0.345,0.294,0.7,0.046,2,0.345,0.3
468,MarJon Beauchamp,24,MIL,SF,26,0,122,0.383,16.5,0.553,0.17,0.17,0.043,0.17,0.447,0.423,0.75,0.25,0.5,0.25,0.333,0.182,0.857,0.043,1,0.476,0.3
468,MarJon Beauchamp,24,LAC,SF,3,0,17,0.571,16.7,0.571,0.286,0,0,0.286,0.429,0.5,0.5,,,0.5,0.667,0.5,0.5,0,0,0,
468,MarJon Beauchamp,24,NYK,SF,6,0,17,0.455,14.7,0.545,0.364,0.091,0,0.091,0.455,0.667,1,0,,0,0.2,0.5,0,0.091,1,0,
469,Lamar Stevens,27,MEM,PF,17,1,155,0.46,14.4,0.571,0.27,0.222,0.079,0,0.429,0.583,0.588,0.5,0.8,,0.296,0.524,0.875,0.063,3,0.37,0.2
470,Tyson Etienne,25,BRK,PG,7,0,151,0.327,21.9,0.154,0.096,0.058,0,0,0.846,0.5,0.4,0.667,,,0.295,1,1,0,0,0.318,0.429
471,Josh Richardson,31,MIA,SG,8,0,150,0.289,18.5,0.421,0.105,0.184,0.026,0.105,0.579,0.313,0.5,0.286,0,0.25,0.273,1,1,0,0,0.227,0.2
472,Jeenathan Williams,25,HOU,SG,20,0,147,0.435,13.5,0.581,0.113,0.435,0.032,0,0.419,0.583,0.714,0.556,0.5,,0.231,0.619,1,0.016,1,0.5,0.231
473,Bruno Fernando,26,TOR,C,17,2,147,0.531,4.1,1,0.592,0.327,0.041,0.041,0,0.531,0.655,0.438,0,0,,0.654,,0.143,7,,
474,Damion Lee,32,PHO,SG,25,0,144,0.365,17,0.5,0.081,0.23,0.149,0.041,0.5,0.486,0.833,0.353,0.636,0,0.243,0.667,0.889,0,0,0.351,0.308
475,Oshae Brissett,26,PHI,SF,6,2,142,0.487,13.2,0.538,0.333,0.205,0,0,0.462,0.619,0.692,0.5,,,0.333,0.615,0.667,0.026,1,0.333,0.333
476,Elijah Harkless,24,UTA,SG,10,0,138,0.314,19.6,0.286,0.114,0.114,0.057,0,0.714,0.4,0.75,0.25,0,,0.28,0.75,0.857,0,0,0.32,0.375
477,Pete Nance,24,2TM,PF,13,1,138,0.438,23.2,0.25,0.125,0.063,0,0.063,0.75,0.625,1,0,,0.5,0.375,0.8,1,0.063,2,0.083,0.5
477,Pete Nance,24,PHI,C,7,0,68,0.333,25.5,0.2,0.067,0.133,0,0,0.8,0.333,1,0,,,0.333,1,1,0.067,1,0.083,1
477,Pete Nance,24,MIL,PF,6,1,70,0.529,20.9,0.294,0.176,0,0,0.118,0.706,0.8,1,,,0.5,0.417,0.75,1,0.059,1,0.083,0
478,Vlatko Čančar,27,DEN,PF,13,0,136,0.385,16.4,0.423,0.231,0.192,0,0,0.577,0.545,0.333,0.8,,,0.267,0.667,1,0.077,2,0.267,0.5
479,Kylor Kelley,27,2TM,C,11,2,126,0.636,3.8,1,0.5,0.364,0.136,0,0,0.636,0.818,0.375,0.667,,,0.857,,0.227,5,,
479,Kylor Kelley,27,DAL,C,8,1,67,0.769,2.9,1,0.615,0.308,0.077,0,0,0.769,0.75,0.75,1,,,0.8,,0.231,3,,
479,Kylor Kelley,27,NOP,C,3,1,59,0.444,4.7,1,0.333,0.444,0.222,0,0,0.444,1,0,0.5,,,1,,0.222,2,,
480,Alex Ducas,24,OKC,SG,21,0,125,0.4,19.7,0.3,0.133,0.067,0.033,0.067,0.7,0.222,0.25,0,0,0.5,0.476,1,1,0,0,0.429,0.556
481,Spencer Jones,23,DEN,SF,20,0,125,0.324,15.3,0.5,0.176,0.176,0.118,0.029,0.5,0.588,0.5,0.833,0.25,1,0.059,0.9,1,0.029,1,0.588,0
482,Kobe Bufkin,21,ATL,SG,10,0,124,0.383,14.2,0.596,0.255,0.191,0.106,0.043,0.404,0.5,0.417,0.778,0.2,0.5,0.211,0.429,1,0,0,0.316,0.167
483,Tyler Smith,20,MIL,PF,23,0,122,0.48,17.2,0.4,0.22,0.1,0.04,0.04,0.6,0.55,0.636,0.6,0,0.5,0.433,0.818,0.923,0.08,4,0.3,0.333
484,De'Anthony Melton,26,GSW,SG,6,2,121,0.407,18.2,0.352,0.13,0.185,0.037,0,0.648,0.474,0.286,0.7,0,,0.371,0.444,0.923,0.037,2,0.114,0.75
485,Moses Brown,25,2TM,C,13,2,119,0.694,3.2,1,0.612,0.347,0.041,0,0,0.694,0.933,0.353,0,,,0.647,,0.286,14,,
485,Moses Brown,25,IND,C,9,0,46,0.65,3.3,1,0.65,0.25,0.1,0,0,0.65,0.846,0.4,0,,,0.615,,0.3,6,,
485,Moses Brown,25,DAL,C,4,2,73,0.724,3,1,0.586,0.414,0,0,0,0.724,1,0.333,,,,0.667,,0.276,8,,
486,TyTy Washington Jr.,23,PHO,PG,16,0,118,0.311,17.4,0.533,0.022,0.2,0.289,0.022,0.467,0.417,1,0.444,0.385,0,0.19,0.7,0.75,0,0,0.333,0.143
487,Trey Alexander,21,DEN,SG,24,0,117,0.317,16.8,0.585,0.073,0.195,0.171,0.146,0.415,0.417,0.333,0.375,0.571,0.333,0.176,0.6,1,0,0,0.235,0.5
488,Joe Ingles,37,MIN,SF,19,1,114,0.261,19.4,0.348,0.043,0.217,0.043,0.043,0.652,0.375,0,0.4,1,0,0.2,1,1,0,0,0.133,0
489,Sidy Cissoko,20,2TM,SF,22,0,114,0.433,13.7,0.567,0.267,0.267,0,0.033,0.433,0.588,0.75,0.5,,0,0.231,0.7,1,0.167,4,0.385,0.4
489,Sidy Cissoko,20,SAS,SF,17,0,54,0.5,12.6,0.611,0.333,0.222,0,0.056,0.389,0.545,0.833,0.25,,0,0.429,0.833,1,0.167,3,0.286,1
489,Sidy Cissoko,20,POR,SF,5,0,60,0.333,14.7,0.5,0.167,0.333,0,0,0.5,0.667,0.5,0.75,,,0,0.5,,0.167,1,0.5,0
490,Tony Bradley,27,IND,C,14,0,113,0.644,4.3,0.933,0.556,0.356,0,0.022,0.067,0.667,0.68,0.625,,1,0.333,0.75,1,0.089,4,0.667,0
491,Jaylen Sims,26,CHO,SG,6,0,112,0.429,16.4,0.464,0.143,0.286,0.036,0,0.536,0.462,1,0.25,0,,0.4,0.667,0.833,0.036,1,0.2,0.333
492,Pacome Dadiet,19,NYK,SG,18,0,111,0.323,18.4,0.387,0.129,0.097,0.032,0.129,0.613,0.333,0.5,0,0,0.5,0.316,1,1,0,0,0.421,0.125
493,Patrick Baldwin Jr.,22,2TM,SF,24,0,107,0.543,21.2,0.343,0.229,0.114,0,0,0.657,0.5,0.625,0.25,,,0.565,0.833,1,0.114,4,0.174,0.75
493,Patrick Baldwin Jr.,22,WAS,SF,22,0,101,0.515,17.6,0.364,0.242,0.121,0,0,0.636,0.5,0.625,0.25,,,0.524,0.833,1,0.121,4,0.19,0.75
493,Patrick Baldwin Jr.,22,LAC,SF,2,0,6,1,24.8,0,0,0,0,0,1,,,,,,1,,1,0,0,0,
494,Chris Livingston,21,MIL,SF,21,1,106,0.333,9.2,0.704,0.519,0.185,0,0,0.296,0.474,0.571,0.2,,,0,0.556,,0.111,3,0.375,0
495,Jae Crowder,34,SAC,PF,9,2,103,0.318,20.6,0.318,0,0.136,0.091,0.091,0.682,0.429,,0.333,0.5,0.5,0.267,0.667,1,0,0,0.533,0.25
496,Justin Minaya,25,POR,SF,19,0,101,0.381,14,0.524,0.19,0.333,0,0,0.476,0.545,0.5,0.571,,,0.2,0.5,1,0,0,0.3,0.333
497,Keshad Johnson,23,MIA,SF,16,0,98,0.692,8.3,0.731,0.577,0.154,0,0,0.269,0.789,0.933,0.25,,,0.429,0.6,1,0.231,6,0.143,0
498,Yuki Kawamura,23,MEM,PG,22,0,93,0.367,22.4,0.233,0.067,0,0.133,0.033,0.767,0.571,0.5,,0.5,1,0.304,0.5,0.429,0,0,0.13,0.333
499,JD Davison,22,BOS,PG,16,0,93,0.353,17.8,0.471,0.176,0.088,0.176,0.029,0.529,0.5,0.667,0.667,0.333,0,0.222,0.25,0.75,0.059,2,0.167,0.333
